p,D_KL_1,D_KL_2,D_KL_3
0.04,4.2475905056217815,2.7908131775621693e-06,29.296814164196533
0.08,4.26338348879603,2.6469810975433265e-05,23.794616624912457
0.12,4.27899823156524,0.00010671758167940464,20.42601739798478
0.16,4.2938866134802405,0.00030468342464540937,17.921508428640095
0.2,4.309896881036312,0.0007232878331805303,15.88403628612346
