p,D_KL_1,D_KL_2,D_KL_3
0.04,0.0,2.067271685030443e-09,43.26122137282436
0.08,2.798963289773057,10.626332930051527,9.143994417692932
0.12,2.5011373039240516,0.1177776629170802,6.998583407600449
0.16,2.9691306840483245,5.583319188264436,8.5535834014062
0.2,2.795525409710419,5.157137753085257,3.248592477381625
