step,replica,lambda,beta,phi,syndrome,E0_II,E0_IX,E0_XI,E0_XX,U_II,U_IX,U_XI,U_XX,F_II,F_IX,F_XI,F_XX,g_II,g_IX,g_XI,g_XX,delta_E0_IX,delta_E0_XI,delta_E0_XX,delta_U_IX,delta_U_XI,delta_U_XX,delta_F_IX,delta_F_XI,delta_F_XX,delta_S_IX,delta_S_XI,delta_S_XX
10,2,0.5714285714285714,1.6582280766035322,-2.081002537111806,"(0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0)",6.0,10.0,10.0,14.0,8.822666666666667,14.571333333333333,14.461,18.995,0.0,2.3824591890601248,2.081002537111806,3.778189761137318,1.0,2.0,2.0,2.0,4.0,4.0,8.0,5.748666666666667,5.638333333333334,10.172333333333334,2.3824591890601248,2.081002537111806,3.778189761137318,5.581939751039924,5.898865804060936,10.60294839724944
10,3,0.8571428571428571,1.6582280766035322,-2.2105101498945423,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0)",6.0,9.0,10.0,13.0,10.707333333333333,13.678666666666667,14.517666666666667,19.128333333333334,0.0,2.2105101498945423,2.7006915817167503,3.7115197800796524,1.0,1.0,4.0,1.0,3.0,4.0,7.0,2.971333333333334,3.8103333333333342,8.421000000000001,2.2105101498945423,2.7006915817167503,3.7115197800796524,1.2616183641090837,1.8400391075021425,7.8093923268809
10,4,1.1428571428571428,1.6582280766035322,-2.1146666666666665,"(0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0)",7.0,11.0,11.0,14.0,12.459,16.026666666666667,14.573666666666666,18.241666666666667,0.0,2.289008824565313,2.7296092368970752,3.9093556019966584,3.0,1.0,16.0,8.0,4.0,4.0,7.0,3.5676666666666677,2.1146666666666665,5.7826666666666675,2.289008824565313,2.7296092368970752,3.9093556019966584,2.1203063341417527,-1.0197150354548032,3.1063770036478644
10,5,1.4285714285714284,1.6582280766035322,-2.901862284543368,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",6.0,10.0,10.0,12.0,8.286,13.226666666666667,13.429666666666666,15.886333333333333,0.0,2.901862284543368,3.4126425940282714,3.966232825024158,2.0,13.0,14.0,5.0,4.0,4.0,6.0,4.940666666666667,5.143666666666666,7.600333333333333,2.901862284543368,3.4126425940282714,3.966232825024158,3.3808026691391713,2.8704327185255787,6.026167496077442
10,6,1.7142857142857142,1.6582280766035322,-1.3238648097128356,"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1)",7.0,10.0,11.0,13.0,10.110666666666667,14.772,15.011,19.098,0.0,1.9709054052035337,1.3238648097128356,3.1901544480390944,1.0,2.0,1.0,2.0,3.0,4.0,6.0,4.661333333333333,4.900333333333332,8.987333333333332,1.9709054052035337,1.3238648097128356,3.1901544480390944,4.4613431285031036,5.930600520956291,9.613044792688072
10,7,2.0,1.6582280766035322,-0.02833333333333421,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0)",7.0,9.0,8.0,12.0,12.550333333333333,13.672333333333333,12.578666666666667,16.402666666666665,0.0,2.3382029241712177,2.2216755522770057,4.176818578374604,10.0,4.0,2.0,13.0,2.0,1.0,5.0,1.1219999999999999,0.02833333333333421,3.8523333333333323,2.3382029241712177,2.2216755522770057,4.176818578374604,-2.01674183570803,-3.637061649052288,-0.538070543771014
20,0,0.0,1.6582280766035322,-3.833,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",3.0,6.0,6.0,10.0,3.767333333333333,7.600333333333333,9.362,14.359,0.0,4.571089940721704,4.567276016145516,6.384021484494142,2.0,2.0,1.0,4.0,3.0,3.0,7.0,3.833,5.594666666666667,10.591666666666667,4.571089940721704,4.567276016145516,6.384021484494142,-1.2239214627633657,1.7036480223341404,6.977235377464064
20,1,0.2857142857142857,1.6582280766035322,-3.498419047479691,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0)",6.0,10.0,10.0,12.0,8.375333333333334,14.424666666666667,13.374,15.423666666666668,0.0,4.2368556471258545,3.498419047479691,5.064136422165153,6.0,23.0,14.0,10.0,4.0,4.0,6.0,6.049333333333333,4.998666666666667,7.048333333333334,4.2368556471258545,3.498419047479691,5.064136422165153,3.005501387486648,2.4877527239934474,3.290251027609082
20,2,0.5714285714285714,1.6582280766035322,-1.644243686490843,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0)",8.0,11.0,12.0,15.0,11.699,15.405,18.455,19.367333333333335,0.0,1.644243686490843,2.109118715388439,2.9250314157248005,1.0,4.0,1.0,14.0,3.0,4.0,7.0,3.7059999999999995,6.7559999999999985,7.668333333333335,1.644243686490843,2.109118715388439,2.9250314157248005,3.4188622061754774,7.705589014786377,7.865476415585845
20,3,0.8571428571428571,1.6582280766035322,-2.1840061378034954,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0)",6.0,11.0,9.0,14.0,9.357666666666667,15.681333333333333,17.163333333333334,18.582333333333334,0.0,2.1840061378034954,2.860332883602653,3.547723695624037,1.0,14.0,2.0,8.0,5.0,3.0,8.0,6.323666666666666,7.805666666666667,9.224666666666668,2.1840061378034954,2.860332883602653,3.547723695624037,6.8645013165683375,8.20049132725271,9.413666223859963
20,4,1.1428571428571428,1.6582280766035322,-2.692879485000306,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1)",7.0,11.0,13.0,14.0,8.013,15.690333333333333,18.510666666666665,19.205666666666666,0.0,2.692879485000306,2.811700739067154,3.877480773413058,4.0,6.0,2.0,13.0,4.0,6.0,7.0,7.677333333333333,10.497666666666666,11.192666666666666,2.692879485000306,2.811700739067154,3.877480773413058,8.26536131784035,12.74508449696362,12.130246633767221
20,5,1.4285714285714284,1.6582280766035322,-2.053568074822221,"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",7.0,10.0,11.0,13.0,10.029,15.066666666666666,16.221,17.229,0.0,3.089472366654649,2.053568074822221,4.34737654843148,10.0,2.0,5.0,3.0,3.0,4.0,6.0,5.0376666666666665,6.192,7.199999999999999,3.089472366654649,2.053568074822221,4.34737654843148,3.2305504869588924,6.862464011442201,4.7303002993685945
20,6,1.7142857142857142,1.6582280766035322,-0.02833333333333421,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0)",7.0,9.0,8.0,12.0,12.550333333333333,13.672333333333333,12.578666666666667,16.402666666666665,0.0,2.3382029241712177,2.2216755522770057,4.176818578374604,10.0,4.0,2.0,13.0,2.0,1.0,5.0,1.1219999999999999,0.02833333333333421,3.8523333333333323,2.3382029241712177,2.2216755522770057,4.176818578374604,-2.01674183570803,-3.637061649052288,-0.538070543771014
20,7,2.0,1.6582280766035322,-0.5329999999999995,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",7.0,10.0,10.0,11.0,13.479666666666667,14.239,14.012666666666666,17.863666666666667,0.0,2.6036115402098168,2.498056110755799,3.9491070139441256,7.0,4.0,5.0,1.0,3.0,3.0,4.0,0.7593333333333341,0.5329999999999995,4.384,2.6036115402098168,2.498056110755799,3.9491070139441256,-3.058233903710601,-3.2585112149566067,0.7211517597958
30,0,0.0,1.6582280766035322,-2.339695329440159,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0)",6.0,9.0,10.0,13.0,11.225,17.167333333333332,15.637666666666666,18.767333333333333,0.0,2.339695329440159,3.0575054142890155,3.616401975130033,1.0,1.0,2.0,1.0,3.0,4.0,7.0,5.942333333333332,4.4126666666666665,7.542333333333334,2.339695329440159,3.0575054142890155,3.616401975130033,5.973995487894565,2.2471664370178264,6.510089604990952
30,1,0.2857142857142857,1.6582280766035322,-4.824992296384315,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",3.0,8.0,7.0,10.0,4.207666666666666,11.559,10.567333333333334,13.663,0.0,4.824992296384315,4.838322607644567,6.110957382168557,1.0,4.0,1.0,1.0,5.0,4.0,7.0,7.351333333333333,6.3596666666666675,9.455333333333334,4.824992296384315,4.838322607644567,6.110957382168557,4.189249638544543,2.522735432844428,5.545738100939076
30,2,0.5714285714285714,1.6582280766035322,-1.5571038010653275,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0)",7.0,12.0,11.0,14.0,9.243333333333334,16.791666666666668,17.243333333333332,18.269666666666666,0.0,1.5571038010653275,1.8535857687838362,2.958942179891343,1.0,1.0,3.0,1.0,5.0,4.0,7.0,7.548333333333334,7.999999999999998,9.026333333333332,1.5571038010653275,1.8535857687838362,2.958942179891343,9.934825023783056,10.192156648638154,10.061118362373396
30,3,0.8571428571428571,1.6582280766035322,-3.4437527952209965,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1)",6.0,10.0,9.0,12.0,7.703,15.499,12.16,15.871333333333334,0.0,3.6361533139980247,3.4437527952209965,4.918921704545703,2.0,1.0,3.0,2.0,4.0,3.0,6.0,7.796,4.457,8.168333333333333,3.6361533139980247,3.4437527952209965,4.918921704545703,6.897974569094633,1.680194963504592,5.388265595297663
30,4,1.1428571428571428,1.6582280766035322,-2.174287078798959,"(0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1)",7.0,10.0,10.0,13.0,9.756333333333334,15.263333333333334,16.613666666666667,18.16,0.0,3.073931084625595,2.174287078798959,3.2814030541433072,9.0,6.0,5.0,7.0,3.0,3.0,6.0,5.507,6.857333333333333,8.403666666666666,3.073931084625595,2.174287078798959,3.2814030541433072,4.034583187785142,7.765558783301911,8.493881338050869
30,5,1.4285714285714284,1.6582280766035322,0.1120000000000001,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",7.0,10.0,7.0,13.0,9.024666666666667,13.810333333333332,8.912666666666667,16.313,0.0,3.4239369697055837,2.3675904106399117,3.8789916034384055,17.0,6.0,1.0,20.0,3.0,0.0,6.0,4.785666666666666,-0.1120000000000001,7.288333333333332,3.4239369697055837,2.3675904106399117,3.8789916034384055,2.258058416245686,-4.111726437399984,5.653466179247824
30,6,1.7142857142857142,1.6582280766035322,-1.6718623963444934,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0)",8.0,11.0,12.0,14.0,11.522666666666666,15.177666666666667,17.569666666666667,20.420333333333332,0.0,2.7423499559523115,1.6718623963444934,3.261845175217588,1.0,4.0,4.0,1.0,3.0,4.0,6.0,3.655000000000001,6.047000000000001,8.897666666666666,2.7423499559523115,1.6718623963444934,3.261845175217588,1.5133819271533293,7.254976013385459,9.345477431846454
30,7,2.0,1.6582280766035322,-0.5329999999999995,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",7.0,10.0,10.0,11.0,13.479666666666667,14.239,14.012666666666666,17.863666666666667,0.0,2.6036115402098168,2.498056110755799,3.9491070139441256,7.0,4.0,5.0,1.0,3.0,3.0,4.0,0.7593333333333341,0.5329999999999995,4.384,2.6036115402098168,2.498056110755799,3.9491070139441256,-3.058233903710601,-3.2585112149566067,0.7211517597958
40,0,0.0,1.6582280766035322,-3.578870746329574,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3.0,6.0,5.0,11.0,3.8613333333333335,11.198,7.588333333333333,13.357,0.0,4.671845721131775,3.578870746329574,7.065940143862737,3.0,1.0,1.0,32.0,3.0,2.0,8.0,7.336666666666667,3.7269999999999994,9.495666666666665,4.671845721131775,3.578870746329574,7.065940143862737,4.41888091100713,0.2456320874026264,4.029040738581745
40,1,0.2857142857142857,1.6582280766035322,-2.316388012585678,"(0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0)",5.0,9.0,9.0,12.0,6.775333333333333,14.240333333333334,12.969333333333333,15.409333333333333,0.0,2.316388012585678,2.3602849947246547,3.837793848113011,1.0,2.0,1.0,4.0,4.0,4.0,7.0,7.465000000000001,6.194,8.634,2.316388012585678,2.3602849947246547,3.837793848113011,8.537572953067942,6.3571738594438365,7.953203702237592
40,2,0.5714285714285714,1.6582280766035322,-2.0549499315527244,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1)",7.0,10.0,11.0,14.0,9.492333333333333,17.374333333333333,16.22833333333333,17.567,0.0,2.0549499315527244,2.2030757606844356,3.8354446916711558,5.0,1.0,1.0,15.0,3.0,4.0,7.0,7.882,6.735999999999999,8.074666666666667,2.0549499315527244,2.2030757606844356,3.8354446916711558,9.662578027273806,7.516622242749776,7.029596901892234
40,3,0.8571428571428571,1.6582280766035322,-3.8705070031131177,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1)",6.0,10.0,10.0,11.0,7.296333333333333,14.142,14.957333333333333,15.761333333333333,0.0,4.0286558997300785,3.8705070031131177,5.028235784306687,3.0,7.0,3.0,2.0,4.0,4.0,5.0,6.845666666666666,7.661,8.465,4.0286558997300785,3.8705070031131177,5.028235784306687,4.671246345828699,6.285501911606893,5.69893891512897
40,4,1.1428571428571428,1.6582280766035322,-1.5100285484461924,"(0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1)",8.0,13.0,13.0,14.0,11.226333333333333,17.522,18.11,18.74,0.0,1.5117144136574066,1.5100285484461924,2.2804044633233804,1.0,12.0,5.0,2.0,5.0,5.0,6.0,6.295666666666666,6.883666666666667,7.513666666666666,1.5117144136574066,1.5100285484461924,2.2804044633233804,7.932883943070678,8.910717601140162,8.6779423178119
40,5,1.4285714285714284,1.6582280766035322,0.13756844371067034,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1)",9.0,13.0,13.0,15.0,12.749666666666666,18.097666666666665,17.783,20.180666666666667,0.0,0.20984876309417652,-0.13756844371067034,1.3538326760083428,5.0,4.0,7.0,3.0,4.0,4.0,6.0,5.347999999999999,5.033333333333335,7.431000000000001,0.20984876309417652,-0.13756844371067034,1.3538326760083428,8.520226642872402,8.574534508053468,10.077329482860522
40,6,1.7142857142857142,1.6582280766035322,-0.5329999999999995,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",7.0,10.0,10.0,11.0,13.479666666666667,14.239,14.012666666666666,17.863666666666667,0.0,2.6036115402098168,2.498056110755799,3.9491070139441256,7.0,4.0,5.0,1.0,3.0,3.0,4.0,0.7593333333333341,0.5329999999999995,4.384,2.6036115402098168,2.498056110755799,3.9491070139441256,-3.058233903710601,-3.2585112149566067,0.7211517597958
40,7,2.0,1.6582280766035322,0.1120000000000001,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",7.0,10.0,7.0,13.0,9.024666666666667,13.810333333333332,8.912666666666667,16.313,0.0,3.4239369697055837,2.3675904106399117,3.8789916034384055,17.0,6.0,1.0,20.0,3.0,0.0,6.0,4.785666666666666,-0.1120000000000001,7.288333333333332,3.4239369697055837,2.3675904106399117,3.8789916034384055,2.258058416245686,-4.111726437399984,5.653466179247824
49,0,0.0,1.6582280766035322,-4.206427161920182,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",3.0,6.0,8.0,10.0,4.278,8.944,11.993,14.444,0.0,4.206427161920182,4.601610549709411,6.394228799543458,2.0,1.0,6.0,1.0,3.0,5.0,7.0,4.666000000000001,7.715000000000001,10.166,4.206427161920182,4.601610549709411,6.394228799543458,0.7620765833483255,5.162709799873093,6.254456903121648
49,1,0.2857142857142857,1.6582280766035322,-2.285029077181466,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0)",5.0,8.0,9.0,11.0,6.258,10.241666666666667,11.129333333333333,15.989666666666666,0.0,3.517267573283754,2.285029077181466,3.9161911866235473,3.0,2.0,11.0,2.0,3.0,4.0,6.0,3.983666666666667,4.871333333333333,9.731666666666666,3.517267573283754,2.285029077181466,3.9161911866235473,0.773396071549979,4.28868233219024,9.643384719806903
49,2,0.5714285714285714,1.6582280766035322,-1.2368723223385745,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0)",9.0,12.0,12.0,14.0,12.849333333333334,16.920666666666666,16.255666666666666,18.456333333333333,0.0,1.2368723223385745,1.5554363606105204,2.5962416376471333,6.0,10.0,1.0,2.0,3.0,3.0,5.0,4.071333333333332,3.4063333333333325,5.606999999999999,1.2368723223385745,1.5554363606105204,2.5962416376471333,4.700182830469539,3.069209327069449,4.992524048322394
49,3,0.8571428571428571,1.6582280766035322,-1.5156296743938318,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",7.0,11.0,10.0,12.0,10.772333333333334,15.088,12.662666666666667,17.596666666666668,0.0,2.0003573783196535,1.5156296743938318,3.4270323287819107,7.0,18.0,8.0,1.0,4.0,3.0,5.0,4.315666666666665,1.8903333333333325,6.824333333333334,2.0003573783196535,1.5156296743938318,3.4270323287819107,3.839310867957958,0.6213441276595543,5.633499910420554
49,4,1.1428571428571428,1.6582280766035322,-1.831245751640705,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1)",9.0,12.0,13.0,14.0,13.040333333333333,17.025,18.789,20.434333333333335,0.0,1.831245751640705,2.219611979559455,3.0453634998169967,2.0,6.0,6.0,2.0,3.0,4.0,5.0,3.9846666666666657,5.748666666666669,7.394000000000002,1.831245751640705,2.219611979559455,3.0453634998169967,3.570863022041317,5.851977566030476,7.211031139546381
49,5,1.4285714285714284,1.6582280766035322,-1.3907190383345684,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1)",8.0,12.0,9.0,14.0,11.781666666666666,18.737,14.605,17.857333333333333,0.0,1.3907190383345684,1.6282141484170087,2.7907517910327284,4.0,1.0,1.0,5.0,4.0,1.0,6.0,6.955333333333332,2.823333333333334,6.075666666666667,1.3907190383345684,1.6282141484170087,2.7907517910327284,9.22739965943632,1.9817801873157794,5.447138076028797
49,6,1.7142857142857142,1.6582280766035322,-0.5329999999999995,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",7.0,10.0,10.0,11.0,13.479666666666667,14.239,14.012666666666666,17.863666666666667,0.0,2.6036115402098168,2.498056110755799,3.9491070139441256,7.0,4.0,5.0,1.0,3.0,3.0,4.0,0.7593333333333341,0.5329999999999995,4.384,2.6036115402098168,2.498056110755799,3.9491070139441256,-3.058233903710601,-3.2585112149566067,0.7211517597958
49,7,2.0,1.6582280766035322,0.1120000000000001,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",7.0,10.0,7.0,13.0,9.024666666666667,13.810333333333332,8.912666666666667,16.313,0.0,3.4239369697055837,2.3675904106399117,3.8789916034384055,17.0,6.0,1.0,20.0,3.0,0.0,6.0,4.785666666666666,-0.1120000000000001,7.288333333333332,3.4239369697055837,2.3675904106399117,3.8789916034384055,2.258058416245686,-4.111726437399984,5.653466179247824
