step,replica,lambda,beta,phi,syndrome,E0_II,E0_IX,E0_XI,E0_XX,U_II,U_IX,U_XI,U_XX,F_II,F_IX,F_XI,F_XX,g_II,g_IX,g_XI,g_XX,delta_E0_IX,delta_E0_XI,delta_E0_XX,delta_U_IX,delta_U_XI,delta_U_XX,delta_F_IX,delta_F_XI,delta_F_XX,delta_S_IX,delta_S_XI,delta_S_XX
20,5,1.4285714285714284,1.9924301646902063,-2.727666666666667,"(0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0)",5.0,8.0,7.0,11.0,6.426666666666667,11.337333333333333,9.154333333333334,13.829333333333333,0.0,4.598650579726172,4.716702066984065,7.721585619861601,2.0,2.0,1.0,1.0,3.0,2.0,6.0,4.910666666666667,2.727666666666667,7.402666666666666,4.598650579726172,4.716702066984065,7.721585619861601,0.6216702634888435,-3.9630141302290443,-0.6354237424370135
20,6,1.7142857142857142,1.9924301646902063,-3.212118428118257,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1)",6.0,9.0,9.0,12.0,7.076666666666667,11.469333333333333,10.882333333333333,14.621666666666666,0.0,3.362037728954726,3.212118428118257,6.32098469747968,5.0,5.0,2.0,13.0,3.0,3.0,6.0,4.392666666666666,3.8056666666666663,7.544999999999999,3.362037728954726,3.212118428118257,6.32098469747968,2.0534561840998933,1.1826034146825888,2.438765010783891
20,7,2.0,1.9924301646902063,-3.3993183111473724,"(1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0)",7.0,10.0,11.0,12.0,7.785,12.930333333333333,12.894666666666666,16.376666666666665,0.0,3.3993183111473724,4.1833395809529685,5.441736334858362,4.0,2.0,25.0,4.0,3.0,4.0,5.0,5.145333333333333,5.109666666666666,8.591666666666665,3.3993183111473724,4.1833395809529685,5.441736334858362,3.4788129982055485,1.8456420279455406,6.276016209767493
30,0,0.0,1.9924301646902063,-5.159666666666666,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1)",3.0,8.0,7.0,11.0,3.826,8.985666666666667,10.071,12.761666666666667,0.0,8.97391653082116,6.793445234810081,10.013312002457686,1.0,7.0,1.0,17.0,5.0,4.0,8.0,5.159666666666666,6.244999999999999,8.935666666666666,8.97391653082116,6.793445234810081,10.013312002457686,-7.599626485006936,-1.09273882951621,-2.147133073867735
30,1,0.2857142857142857,1.9924301646902063,-3.7895800351278317,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",6.0,9.0,10.0,13.0,7.8276666666666666,12.440666666666667,12.738333333333333,14.893,0.0,3.7895800351278317,5.1394071954795635,7.075385172170215,1.0,1.0,1.0,24.0,3.0,4.0,7.0,4.613,4.910666666666667,7.065333333333334,3.7895800351278317,5.1394071954795635,7.075385172170215,1.640606776219459,-0.45574952949400477,-0.020027586909205537
30,2,0.5714285714285714,1.9924301646902063,-5.990333333333333,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",1.0,6.0,5.0,10.0,1.0386666666666666,7.029,7.168,11.409333333333333,0.0,6.771085740739667,6.434331835737611,10.639001488509233,1.0,4.0,1.0,60.0,5.0,4.0,9.0,5.990333333333333,6.129333333333333,10.370666666666667,6.771085740739667,6.434331835737611,10.639001488509233,-1.5555946476708773,-0.6076882163756211,-0.5346383932759025
30,3,0.8571428571428571,1.9924301646902063,-2.8616666666666664,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",6.0,11.0,9.0,12.0,7.822666666666667,13.715,10.684333333333333,16.965,0.0,4.780924732625916,5.0021951714712305,6.888860501585801,3.0,10.0,4.0,8.0,5.0,3.0,6.0,5.892333333333333,2.8616666666666664,9.142333333333333,4.780924732625916,5.0021951714712305,6.888860501585801,2.2144040213455907,-4.264853561351838,4.489887245283642
30,4,1.1428571428571428,1.9924301646902063,-3.5390000000000006,"(0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0)",6.0,9.0,8.0,13.0,6.7796666666666665,10.318666666666667,10.584333333333333,15.078,0.0,5.085733340654103,5.124607866978503,7.574754585780401,5.0,6.0,2.0,57.0,3.0,2.0,7.0,3.5390000000000006,3.804666666666667,8.298333333333332,5.085733340654103,5.124607866978503,7.574754585780401,-3.081758164651287,-2.629890663118701,1.4416801231532204
30,5,1.4285714285714284,1.9924301646902063,-3.019,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1)",7.0,10.0,9.0,13.0,7.474,13.484666666666667,10.493,14.080333333333334,0.0,5.63557765176978,4.7742832987436135,7.3104587244342465,10.0,11.0,3.0,75.0,3.0,2.0,6.0,6.010666666666667,3.019,6.606333333333334,5.63557765176978,4.7742832987436135,7.3104587244342465,0.7473386677244924,-3.497279391993706,-1.4029206689537477
30,6,1.7142857142857142,1.9924301646902063,-3.089666666666667,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0)",5.0,9.0,9.0,12.0,6.819,11.690333333333333,9.908666666666667,15.249666666666666,0.0,5.178016064448673,5.541811674408164,8.317798208532206,1.0,4.0,2.0,24.0,4.0,4.0,7.0,4.871333333333333,3.089666666666667,8.430666666666667,5.178016064448673,5.541811674408164,8.317798208532206,-0.6110439244637776,-4.885727681618658,0.22488252062917335
30,7,2.0,1.9924301646902063,-2.540333333333333,"(0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",8.0,9.0,11.0,13.0,9.837,12.739666666666666,12.377333333333333,16.585333333333335,0.0,3.772079856847968,3.713712722079015,6.285198437910549,9.0,1.0,12.0,1.0,1.0,3.0,5.0,2.9026666666666667,2.540333333333333,6.748333333333335,3.772079856847968,3.713712722079015,6.285198437910549,-1.7322450656967674,-2.3378764887626526,0.9227639359610027
40,0,0.0,1.9924301646902063,-2.7155716239080454,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",6.0,9.0,9.0,11.0,6.811333333333334,11.097333333333333,13.153,13.088,0.0,2.7155716239080454,3.75134751407872,5.467693272281686,2.0,1.0,1.0,4.0,3.0,3.0,5.0,4.286,6.341666666666667,6.2766666666666655,2.7155716239080454,3.75134751407872,5.467693272281686,3.1289688680110657,5.161030015790998,1.6118229934044603
40,1,0.2857142857142857,1.9924301646902063,-5.698333333333334,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",2.0,6.0,6.0,10.0,2.158,7.856333333333334,8.959333333333333,12.018666666666666,0.0,8.474148631178032,8.522974239269413,12.319583125256013,1.0,1.0,1.0,20.0,4.0,4.0,8.0,5.698333333333334,6.801333333333334,9.860666666666667,8.474148631178032,8.522974239269413,12.319583125256013,-5.530618131034306,-3.4302492737516177,-4.89921932454663
40,2,0.5714285714285714,1.9924301646902063,-4.839026210039574,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",5.0,9.0,10.0,12.0,5.312333333333333,10.493333333333334,11.458666666666666,13.967,0.0,5.2802830771796305,4.839026210039574,7.368881204485551,2.0,9.0,30.0,35.0,4.0,5.0,7.0,5.181000000000001,6.146333333333333,8.654666666666667,5.2802830771796305,4.839026210039574,7.368881204485551,-0.19781459781595984,2.604718146964864,2.5618377401697945
40,3,0.8571428571428571,1.9924301646902063,-3.6340000000000012,"(0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",6.0,9.0,9.0,11.0,6.539666666666666,10.173666666666668,11.454,12.806,0.0,5.619427898379317,5.3851181110117485,8.21917291538004,6.0,13.0,3.0,5.0,3.0,3.0,5.0,3.6340000000000012,4.914333333333334,6.266333333333333,5.619427898379317,5.3851181110117485,8.21917291538004,-3.9558264345484297,-0.9380057921234449,-3.8908964900708756
40,4,1.1428571428571428,1.9924301646902063,-4.348333333333333,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1)",4.0,7.0,7.0,10.0,4.318666666666667,10.497333333333334,8.667,12.078666666666667,0.0,5.708644493531555,5.941282853372078,8.803364508723677,3.0,1.0,2.0,9.0,3.0,3.0,6.0,6.1786666666666665,4.348333333333333,7.76,5.708644493531555,5.941282853372078,8.803364508723677,0.9364863558276394,-3.1738406745539827,-2.0788309199482318
40,5,1.4285714285714284,1.9924301646902063,-3.1866666666666665,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0)",4.0,7.0,8.0,11.0,4.62,7.806666666666667,9.827666666666667,13.752,0.0,5.574819600803196,5.768782677335789,9.529782408656786,1.0,1.0,7.0,19.0,3.0,4.0,7.0,3.1866666666666665,5.207666666666667,9.132000000000001,5.574819600803196,5.768782677335789,9.529782408656786,-4.758227943867046,-1.1179844655477897,-0.7925536699909036
40,6,1.7142857142857142,1.9924301646902063,-4.095333333333333,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",5.0,9.0,9.0,12.0,5.823,11.482,9.918333333333333,13.541333333333334,0.0,5.469453252260495,5.4777661136698415,7.64098075064341,2.0,2.0,6.0,38.0,4.0,4.0,7.0,5.658999999999999,4.095333333333333,7.718333333333334,5.469453252260495,5.4777661136698415,7.64098075064341,0.3776586578151131,-2.75440077219901,0.15411961906809665
40,7,2.0,1.9924301646902063,-0.20166666666666622,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1)",9.0,10.0,9.0,11.0,10.114,12.259333333333334,10.315666666666667,14.903666666666666,0.0,4.877214454862802,3.9847275007027663,6.713681613883647,31.0,11.0,5.0,4.0,1.0,0.0,2.0,2.1453333333333333,0.20166666666666622,4.789666666666665,4.877214454862802,3.9847275007027663,6.713681613883647,-5.4430823528830246,-7.537484520591616,-3.8334654181499497
49,0,0.0,1.9924301646902063,-2.7155716239080454,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",6.0,9.0,9.0,11.0,6.811333333333334,11.097333333333333,13.153,13.088,0.0,2.7155716239080454,3.75134751407872,5.467693272281686,2.0,1.0,1.0,4.0,3.0,3.0,5.0,4.286,6.341666666666667,6.2766666666666655,2.7155716239080454,3.75134751407872,5.467693272281686,3.1289688680110657,5.161030015790998,1.6118229934044603
49,1,0.2857142857142857,1.9924301646902063,-4.963243161751539,"(0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0)",3.0,7.0,7.0,11.0,3.148,8.542333333333334,9.457,12.844333333333333,0.0,4.963243161751539,6.1065881427025435,8.78090539314503,1.0,4.0,1.0,17.0,4.0,4.0,8.0,5.394333333333334,6.309000000000001,9.696333333333333,4.963243161751539,6.1065881427025435,8.78090539314503,0.8589170615610455,0.4032914901704239,1.8239262416313977
49,2,0.5714285714285714,1.9924301646902063,-3.602666666666666,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0)",6.0,10.0,8.0,12.0,6.706666666666667,12.971,10.309333333333333,14.576333333333332,0.0,5.148339924051257,5.004674640120623,6.35767861967939,6.0,5.0,1.0,9.0,4.0,2.0,6.0,6.264333333333333,3.602666666666666,7.8696666666666655,5.148339924051257,5.004674640120623,6.35767861967939,2.223538932249072,-2.7934029774458495,3.0125305934684796
49,3,0.8571428571428571,1.9924301646902063,-3.237333333333333,"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",5.0,7.0,8.0,11.0,5.506666666666667,8.744,9.697333333333333,13.017333333333333,0.0,4.408428844280608,4.2941186981097434,7.269137936629865,5.0,2.0,4.0,7.0,2.0,3.0,6.0,3.237333333333333,4.190666666666666,7.510666666666666,4.408428844280608,4.2941186981097434,7.269137936629865,-2.3333260217446403,-0.206120948045667,0.48122912736464063
49,4,1.1428571428571428,1.9924301646902063,-3.755666666666667,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1)",3.0,8.0,6.0,10.0,3.263333333333333,9.669666666666666,7.019,11.827333333333334,0.0,5.561990564353887,4.194419706479939,8.311499915400487,2.0,6.0,1.0,30.0,5.0,3.0,7.0,6.4063333333333325,3.755666666666667,8.564,5.561990564353887,4.194419706479939,8.311499915400487,1.6822940022527015,-0.8741847913734869,0.503088785142898
49,5,1.4285714285714284,1.9924301646902063,-3.5363864374215876,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1)",6.0,10.0,9.0,11.0,6.765333333333333,10.945,11.652666666666667,14.441,0.0,3.5363864374215876,5.092319429254051,7.198074594089249,8.0,45.0,1.0,2.0,4.0,3.0,5.0,4.179666666666667,4.887333333333333,7.675666666666667,3.5363864374215876,5.092319429254051,7.198074594089249,1.2816909330967268,-0.40842048085451754,0.9515688518201625
49,6,1.7142857142857142,1.9924301646902063,-2.8665203469962717,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0)",6.0,10.0,10.0,12.0,7.937333333333333,11.839333333333334,12.697333333333333,14.113333333333333,0.0,2.8665203469962717,3.7941736935630885,6.392457595109705,2.0,20.0,7.0,8.0,4.0,4.0,6.0,3.902000000000001,4.76,6.176,2.8665203469962717,3.7941736935630885,6.392457595109705,2.063120895567578,1.9243414667962286,-0.431276641872875
49,7,2.0,1.9924301646902063,-0.20166666666666622,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1)",9.0,10.0,9.0,11.0,10.114,12.259333333333334,10.315666666666667,14.903666666666666,0.0,4.877214454862802,3.9847275007027663,6.713681613883647,31.0,11.0,5.0,4.0,1.0,0.0,2.0,2.1453333333333333,0.20166666666666622,4.789666666666665,4.877214454862802,3.9847275007027663,6.713681613883647,-5.4430823528830246,-7.537484520591616,-3.8334654181499497
